error,frequency (percentage)
URL can't contain control characters. '/search/?P=CS 200' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=MATH 301' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 111' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=RRS 102' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 101' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=MATH 146' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 407' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 420' (found at least ' '),0.010399
URL can't contain control characters. '/content/userfiles/files/Academic Calendar AY 2016-18.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 483' (found at least ' '),0.010399
'ascii' codec can't encode character '\u200b' in position 12: ordinal not in range(128),0.010399
URL can't contain control characters. '/pdf/Kettering University Undergraduate 2023-2024 .pdf' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/Kettering University Graduate 2023-2024.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/Kettering Online 2023-2024.pdf' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xd8 in position 5: invalid continuation byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.msutexas.edu%2Fpreview_program.php%3Fcatoid%3D15%26poid%3D1595&t=Check out this program at Midwestern State University' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.msutexas.edu%2Fpreview_program.php%3Fcatoid%3D15%26poid%3D1595&t=I just discovered 'Computer Science, M.S.' at Midwestern State University"" (found at least ' ')",0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.txstatebobcats.com'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/keyword-search?search=academic calendar' (found at least ' '),0.010399
URL can't contain control characters. '/keyword-search?search=human resources' (found at least ' '),0.010399
URL can't contain control characters. '/keyword-search?search=my nmu' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 484' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 481' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 435' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 480' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 475' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 465' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 461' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 460' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 455' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 452' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 451' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 448' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 445' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 444' (found at least ' '),0.010399
URL can't contain control characters. '/search/?P=CS 442' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/22-23/Engineering Comp. Sci. Spec. AA&S.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/22-23/Information Tech AAS.pdf' (found at least ' '),0.010399
HTTP Error 502: Bad Gateway,0.010399
URL can't contain control characters. '/docs/tracksheets/22-23/Information Technology Cloud Computing Specialization AAS.pdf' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'libguides.wells.edu'. (_ssl.c:1129)",0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.alcornstate.bkstr.com'. (_ssl.c:1129)",0.010399
'utf-8' codec can't decode byte 0x93 in position 5: invalid start byte,0.010399
'utf-8' codec can't decode byte 0xa7 in position 10: invalid start byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.dsu.edu%2Fpreview_program.php%3Fcatoid%3D18%26poid%3D1265&t=Check out this program at Dakota State University' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.dsu.edu%2Fpreview_program.php%3Fcatoid%3D18%26poid%3D1265&t=I just discovered 'Computer Science, B.S.' at Dakota State University"" (found at least ' ')",0.010399
HTTP Error 301: Moved Permanently - Redirection to url 'tel:717-477-7447/' is not allowed,0.010399
HTTP Error 301: Moved Permanently - Redirection to url 'tel:717-477-1178/' is not allowed,0.010399
URL can't contain control characters. '/programs/computer-science/&via=umassd&text=Computer Science' (found at least ' '),0.010399
URL can't contain control characters. '/sharer.php?u=https://www.ship.edu/academics/engineering/cs/computer_science/&t=Computer Science Degree' (found at least ' '),0.010399
URL can't contain control characters. '/cgi-bin/datastore.cgi/newwebreport?url=CMS-Site:Undergrad Programs/computer-science/info/courses/index' (found at least ' '),0.010399
URL can't contain control characters. '/tel:+1503 821 8972' (found at least ' '),0.010399
IncompleteRead(93609 bytes read),0.010399
URL can't contain control characters. '/Portals/3/Business Computer Science and Technologies/Documents/EmployerEvaluation.pdf?ver=2018-03-26-140800-230' (found at least ' '),0.010399
URL can't contain control characters. '/Portals/3/Business Computer Science and Technologies/Documents/Studen InternSelfEval.pdf?ver=2018-03-26-140800-230' (found at least ' '),0.010399
URL can't contain control characters. '/Portals/3/Business Computer Science and Technologies/Documents/TimeSheet.pdf?ver=2018-03-26-140800-247' (found at least ' '),0.010399
URL can't contain control characters. 'www.uwstout.edu/programs/bs-computer-science&via=UWStout&text=B.S. Computer Science' (found at least ' '),0.010399
URL can't contain control characters. '/mailto:alumni@willamette.edu?subject=Contact Information Update' (found at least ' '),0.010399
HTTP Error 301: Moved Permanently - Redirection to url 'javascript:void(0);/' is not allowed,0.010399
URL can't contain control characters. '/sms:+17176094014?body=Admissions Inquiry' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xae in position 18: invalid start byte,0.010399
'utf-8' codec can't decode byte 0xa6 in position 4: invalid start byte,0.010399
URL can't contain control characters. '/resources/Maps and Directions/index.html' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalogue.usc.edu%2Fpreview_program.php%3Fcatoid%3D8%26poid%3D7761&t=Check out this program at University of Southern California' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalogue.usc.edu%2Fpreview_program.php%3Fcatoid%3D8%26poid%3D7761&t=I just discovered 'Computer Science (BS)' at University of Southern California"" (found at least ' ')",0.010399
URL can't contain control characters. '/pdf/Undergraduate 2024-2025 Catalog.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/La Salle University Catalog 2023-2024 - Graduate.pdf' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0x8e in position 2: invalid start byte,0.010399
'utf-8' codec can't decode byte 0xd7 in position 13630: invalid continuation byte,0.010399
URL can't contain control characters. '/pdf/2022-2023 CSU Academic Catalog.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/../AAS Automation Associate of Applied Science/index.html' (found at least ' '),0.010399
URL can't contain control characters. '/course_detail_desc.php?Term_Desc=Summer 2024&Subj_Code=CIS&Crse_Numb=250&College_Desc=Canada College&CRN=54822' (found at least ' '),0.010399
URL can't contain control characters. '/course_detail_desc.php?Term_Desc=Summer 2024&Subj_Code=CIS&Crse_Numb=118&College_Desc=Canada College&CRN=54152' (found at least ' '),0.010399
URL can't contain control characters. '/?term_desc=Fall 2024' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(949) 582-4500' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xe2 in position 212668: invalid continuation byte,0.010399
'utf-8' codec can't decode byte 0xe9 in position 12396: invalid continuation byte,0.010399
'utf-8' codec can't decode byte 0x92 in position 34335: invalid start byte,0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.umes.bncollege.com'. (_ssl.c:1129)",0.010399
'utf-8' codec can't decode byte 0xb4 in position 5: invalid start byte,0.010399
URL can't contain control characters. '/future-students/Admissions/be-a-wrangler/3-steps/1-Applying for Admission/index.html' (found at least ' '),0.010399
URL can't contain control characters. '/../Precision Manfacturing-Technology/index.html' (found at least ' '),0.010399
URL can't contain control characters. '/The Computer and Network Technology A.A.S. .html' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.sonoma.edu%2Fpreview_program.php%3Fcatoid%3D5%26poid%3D1125&t=Check out this program at Sonoma State University' (found at least ' '),0.010399
'ascii' codec can't encode character '\u200e' in position 33: ordinal not in range(128),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.sonoma.edu%2Fpreview_program.php%3Fcatoid%3D5%26poid%3D1125&t=I just discovered 'Computer Science, B.S.' at Sonoma State University"" (found at least ' ')",0.010399
"URL can't contain control characters. '/maps?q=1000 ASU Drive Lorman, Mississippi 39096-7500' (found at least ' ')",0.010399
URL can't contain control characters. '/Portals/0/Resources/TJAG Reading.pdf?ver=EKbaCZS6r_bx3_a2BCcMCw%3d%3d' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'webmail.stonehill.edu'. (_ssl.c:1129)",0.010399
"URL can't contain control characters. ""/javascript:eclink('.hdg0' )"" (found at least ' ')",0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.stonehill.edu%2Fpreview_program.php%3Fcatoid%3D12%26poid%3D1547&t=Check out this program at Stonehill College' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.stonehill.edu%2Fpreview_program.php%3Fcatoid%3D12%26poid%3D1547&t=I just discovered 'Computer Science, B.S.' at Stonehill College"" (found at least ' ')",0.010399
'utf-8' codec can't decode byte 0x9c in position 169: invalid start byte,0.010399
URL can't contain control characters. '/      /apply' (found at least ' '),0.010399
URL can't contain control characters. '/      /request-info' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'lchousing.lincolncollege.edu'. (_ssl.c:1129)",0.010399
'utf-8' codec can't decode byte 0xa0 in position 117108: invalid start byte,0.010399
URL can't contain control characters. '/pdf/La Salle University Catalog 2023-2024 - Undergraduate.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.sfasu.edu%2Fpreview_program.php%3Fcatoid%3D1%26poid%3D451&t=Check out this program at Stephen F. Austin University' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.sfasu.edu%2Fpreview_program.php%3Fcatoid%3D1%26poid%3D451&t=I just discovered 'Computer Science, B.S.' at Stephen F. Austin University"" (found at least ' ')",0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/Information Technology Cloud Computing Specialization AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/20-21/IT Foundations CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/20-21/IT Cyber Security Spec AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/20-21/Information Technology Cloud Computing Specialization AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/20-21/Information Tech AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/20-21/Gen. Studies Comp. Sci.Spec. AA&S.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/20-21/Digital Design CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/20-21/Cybersecurity and Networking Foundations-II CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/20-21/Cybersecurity and Networking Foundations-I CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/20-21/Cyber Security CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/IT Network Technical Support Spec AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/IT Full Stack Developer App Spec AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/IT Cyber Security Spec AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/Information Tech AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/20-21/IT Mobile Apps CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/Gen. Studies Comp. Sci.Spec. AA&S.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/Engineering Comp. Sci. Spec. AA&S.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/IT Software Design CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/IT Network CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/IT Foundations CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/Digital Design CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/Cybersecurity and Networking Foundations-II CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/Cybersecurity and Networking Foundations- I CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/21-22/Cyber Security CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/22-23/IT Network Technical Support Spec AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/22-23/IT Full Stack Developer App Spec AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/22-23/IT Cyber Security Spec AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/20-21/IT Mobile App Spec AAS.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/docs/tracksheets/20-21/IT Network CSC.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/Baylor University 2022-2023 School of Law Catalog.pdf' (found at least ' '),0.010399
